Priority_Rank,Churn_Prob,Contract,CLTV,Monthly_Charge,Discount_Rate,Monthly_Discount,Annual_Offer_Cost,Expected_Loss,Net_ROI
841,0.89,Month-to-Month,3682,104.156,0.1,10.415600000000001,124.98720000000002,3276.98,3151.9928
842,0.93,Month-to-Month,3520,86.632,0.1,8.663200000000002,103.95840000000001,3273.6000000000004,3169.6416000000004
843,0.88,Month-to-Month,3716,88.816,0.1,8.8816,106.57920000000001,3270.08,3163.5008
844,0.91,Month-to-Month,3591,84.24,0.1,8.424,101.088,3267.81,3166.7219999999998
845,0.84,Month-to-Month,3889,70.668,0.05,3.5334000000000003,42.400800000000004,3266.7599999999998,3224.3592
846,0.92,Month-to-Month,3543,87.828,0.1,8.7828,105.39359999999999,3259.56,3154.1664
847,0.9,Month-to-Month,3621,82.576,0.1,8.2576,99.0912,3258.9,3159.8088000000002
848,0.79,Month-to-Month,4115,20.55,0.05,1.0275,12.330000000000002,3250.8500000000004,3238.5200000000004
849,0.79,Month-to-Month,4105,77.896,0.05,3.8948,46.7376,3242.9500000000003,3196.2124000000003
850,0.8,Month-to-Month,4050,102.856,0.05,5.1428,61.7136,3240.0,3178.2864
851,0.92,Month-to-Month,3521,81.692,0.1,8.1692,98.0304,3239.32,3141.2896
852,0.92,Month-to-Month,3520,72.124,0.1,7.2124,86.5488,3238.4,3151.8512
853,0.94,Month-to-Month,3438,52.156,0.1,5.2156,62.5872,3231.72,3169.1328
854,0.77,Month-to-Month,4196,109.46,0.05,5.473,65.676,3230.92,3165.244
855,0.76,Month-to-Month,4249,98.176,0.05,4.9088,58.90560000000001,3229.2400000000002,3170.3344
856,0.84,Month-to-Month,3843,47.684,0.05,2.3842,28.6104,3228.12,3199.5096
857,0.77,One Year,4191,113.88,0.05,5.694,68.328,3227.07,3158.742
858,0.81,Month-to-Month,3983,67.6,0.05,3.38,40.56,3226.23,3185.67
859,0.81,Month-to-Month,3979,101.556,0.05,5.0778,60.9336,3222.9900000000002,3162.0564000000004
860,0.95,Month-to-Month,3392,102.7,0.1,10.270000000000001,123.24000000000001,3222.3999999999996,3099.16
861,0.9,Month-to-Month,3579,89.336,0.1,8.9336,107.20320000000001,3221.1,3113.8968
862,0.91,Month-to-Month,3533,84.188,0.1,8.418800000000001,101.02560000000001,3215.03,3114.0044000000003
863,0.91,Month-to-Month,3531,47.58,0.1,4.758,57.096000000000004,3213.21,3156.114
864,0.82,Month-to-Month,3916,102.648,0.05,5.1324000000000005,61.588800000000006,3211.12,3149.5312
865,1.0,Month-to-Month,3208,72.748,0.15,10.9122,130.9464,3208.0,3077.0536
866,0.87,Month-to-Month,3687,77.376,0.1,7.7376000000000005,92.8512,3207.69,3114.8388
867,0.8,Month-to-Month,4001,103.48,0.05,5.174,62.08800000000001,3200.8,3138.712
868,0.86,Month-to-Month,3721,46.956,0.1,4.695600000000001,56.34720000000001,3200.06,3143.7128
869,0.85,Month-to-Month,3764,110.864,0.05,5.543200000000001,66.51840000000001,3199.4,3132.8816
870,0.77,Month-to-Month,4154,72.592,0.05,3.6296,43.5552,3198.58,3155.0248
871,0.93,Month-to-Month,3438,72.384,0.1,7.2384,86.86080000000001,3197.34,3110.4792
872,0.95,Month-to-Month,3365,72.28,0.1,7.228000000000001,86.736,3196.75,3110.014
873,0.86,Month-to-Month,3716,77.948,0.1,7.7947999999999995,93.5376,3195.7599999999998,3102.2223999999997
874,0.87,Month-to-Month,3669,72.904,0.1,7.2904,87.4848,3192.03,3104.5452
875,0.83,Month-to-Month,3843,42.276,0.05,2.1138000000000003,25.365600000000004,3189.69,3164.3244
876,0.87,Month-to-Month,3666,81.38,0.1,8.138,97.656,3189.42,3091.764
877,0.91,Month-to-Month,3503,25.74,0.1,2.574,30.887999999999998,3187.73,3156.842
878,0.87,Month-to-Month,3662,109.564,0.1,10.9564,131.4768,3185.94,3054.4632
879,0.95,Month-to-Month,3350,78.468,0.1,7.846800000000001,94.1616,3182.5,3088.3384
880,0.87,Month-to-Month,3658,102.492,0.1,10.249200000000002,122.99040000000002,3182.46,3059.4696
881,0.95,Month-to-Month,3344,89.7,0.1,8.97,107.64000000000001,3176.7999999999997,3069.16
882,0.77,Month-to-Month,4123,115.648,0.05,5.7824,69.3888,3174.71,3105.3212
883,0.91,Month-to-Month,3486,104.572,0.1,10.4572,125.4864,3172.26,3046.7736000000004
884,0.92,Month-to-Month,3443,84.76,0.1,8.476,101.71200000000002,3167.56,3065.848
885,0.84,Month-to-Month,3766,37.908,0.05,1.8954000000000002,22.7448,3163.44,3140.6952
886,0.94,Month-to-Month,3363,85.28,0.1,8.528,102.33600000000001,3161.22,3058.884
887,0.77,Month-to-Month,4103,20.15,0.05,1.0075,12.09,3159.31,3147.22
888,0.85,Month-to-Month,3715,83.044,0.05,4.1522,49.82639999999999,3157.75,3107.9236
889,0.89,Month-to-Month,3548,103.688,0.1,10.3688,124.4256,3157.7200000000003,3033.2944
890,0.86,Month-to-Month,3670,88.868,0.1,8.8868,106.64159999999998,3156.2,3049.5584
891,0.82,One Year,3833,89.388,0.05,4.4694,53.6328,3143.06,3089.4272
892,0.96,Month-to-Month,3273,72.28,0.15,10.842,130.104,3142.08,3011.976
893,0.78,Month-to-Month,4028,86.528,0.05,4.3264000000000005,51.91680000000001,3141.84,3089.9232
894,0.91,Month-to-Month,3452,93.392,0.1,9.3392,112.0704,3141.32,3029.2496
895,0.87,Month-to-Month,3608,89.18,0.1,8.918000000000001,107.01600000000002,3138.96,3031.944
896,0.78,Month-to-Month,4016,102.7,0.05,5.135000000000001,61.620000000000005,3132.48,3070.86
897,0.87,Month-to-Month,3598,104.208,0.1,10.4208,125.0496,3130.2599999999998,3005.2104
898,0.86,Month-to-Month,3638,57.408,0.1,5.7408,68.8896,3128.68,3059.7904
899,0.87,Month-to-Month,3590,94.692,0.1,9.469199999999999,113.63039999999998,3123.3,3009.6696
900,0.91,Month-to-Month,3427,86.996,0.1,8.6996,104.3952,3118.57,3014.1748000000002
901,0.95,Month-to-Month,3269,104.832,0.1,10.4832,125.7984,3105.5499999999997,2979.7515999999996
902,0.84,Month-to-Month,3696,93.028,0.05,4.651400000000001,55.81680000000001,3104.64,3048.8232
903,0.93,Month-to-Month,3336,89.596,0.1,8.9596,107.5152,3102.48,2994.9648
904,0.95,Month-to-Month,3265,99.424,0.1,9.942400000000001,119.30880000000002,3101.75,2982.4412
905,0.86,Month-to-Month,3601,83.824,0.1,8.3824,100.5888,3096.86,2996.2712
906,0.83,Month-to-Month,3731,20.5,0.05,1.0250000000000001,12.3,3096.73,3084.43
907,0.89,Month-to-Month,3473,99.476,0.1,9.947600000000001,119.37120000000002,3090.9700000000003,2971.5988
908,0.85,Month-to-Month,3634,76.804,0.05,3.8402000000000003,46.08240000000001,3088.9,3042.8176000000003
909,0.87,Month-to-Month,3545,81.432,0.1,8.1432,97.7184,3084.15,2986.4316
910,0.83,Month-to-Month,3700,46.488,0.05,2.3244000000000002,27.8928,3071.0,3043.1072
911,0.92,Month-to-Month,3338,73.424,0.1,7.342400000000001,88.10880000000002,3070.96,2982.8512
912,0.78,Month-to-Month,3937,83.2,0.05,4.16,49.92,3070.86,3020.94
913,0.94,Month-to-Month,3266,79.508,0.1,7.9508,95.4096,3070.04,2974.6304
914,1.0,Month-to-Month,3068,72.488,0.15,10.873199999999999,130.4784,3068.0,2937.5216
915,0.93,Month-to-Month,3298,25.428,0.1,2.5428,30.513600000000004,3067.1400000000003,3036.6264
916,0.85,Month-to-Month,3605,32.604,0.05,1.6302,19.5624,3064.25,3044.6876
917,0.92,Month-to-Month,3320,87.984,0.1,8.798399999999999,105.58079999999998,3054.4,2948.8192
918,0.8,Month-to-Month,3817,20.85,0.05,1.0425000000000002,12.510000000000002,3053.6000000000004,3041.09
919,0.96,Month-to-Month,3172,103.532,0.15,15.529799999999998,186.3576,3045.12,2858.7624
920,0.8,Month-to-Month,3804,86.632,0.05,4.331600000000001,51.979200000000006,3043.2000000000003,2991.2208
921,0.84,Month-to-Month,3622,77.324,0.05,3.8662,46.394400000000005,3042.48,2996.0856
922,0.79,Month-to-Month,3847,80.756,0.05,4.0378,48.453599999999994,3039.13,2990.6764000000003
923,0.85,Month-to-Month,3573,88.66,0.05,4.433,53.196,3037.0499999999997,2983.854
924,0.97,Month-to-Month,3128,80.08,0.15,12.011999999999999,144.14399999999998,3034.16,2890.016
925,0.98,Month-to-Month,3096,84.084,0.15,12.6126,151.3512,3034.08,2882.7288
926,0.93,Month-to-Month,3260,100.464,0.1,10.0464,120.55680000000001,3031.8,2911.2432000000003
927,0.91,Month-to-Month,3331,77.636,0.1,7.7636,93.1632,3031.21,2938.0468
928,0.95,Month-to-Month,3190,78.0,0.1,7.800000000000001,93.60000000000001,3030.5,2936.9
929,0.84,Month-to-Month,3606,100.048,0.05,5.002400000000001,60.028800000000004,3029.04,2969.0112
930,0.84,One Year,3599,103.168,0.05,5.1584,61.900800000000004,3023.16,2961.2592
931,0.92,Month-to-Month,3280,83.044,0.1,8.3044,99.65279999999998,3017.6,2917.9472
932,0.91,Month-to-Month,3316,108.888,0.1,10.888800000000002,130.6656,3017.56,2886.8944
933,0.78,Month-to-Month,3866,64.064,0.05,3.2032,38.4384,3015.48,2977.0416
934,0.81,Month-to-Month,3722,103.948,0.05,5.1974,62.3688,3014.82,2952.4512
935,0.81,Month-to-Month,3718,84.24,0.05,4.212,50.544,3011.5800000000004,2961.0360000000005
936,0.91,Month-to-Month,3305,88.244,0.1,8.8244,105.89280000000001,3007.55,2901.6572
937,0.83,Month-to-Month,3620,111.644,0.05,5.5822,66.9864,3004.6,2937.6135999999997
938,0.79,Month-to-Month,3797,46.852,0.05,2.3426,28.1112,2999.63,2971.5188000000003
939,0.88,Month-to-Month,3401,114.868,0.1,11.4868,137.8416,2992.88,2855.0384
940,0.83,Month-to-Month,3599,51.584,0.05,2.5792,30.950400000000002,2987.17,2956.2196
941,0.81,Month-to-Month,3684,74.152,0.05,3.7076000000000002,44.491200000000006,2984.0400000000004,2939.5488000000005
942,0.86,Month-to-Month,3464,87.256,0.1,8.7256,104.7072,2979.04,2874.3328
943,0.81,Month-to-Month,3677,89.752,0.05,4.4876,53.85119999999999,2978.3700000000003,2924.5188000000003
944,0.86,Month-to-Month,3463,73.476,0.1,7.3476,88.1712,2978.18,2890.0087999999996
945,0.84,Month-to-Month,3535,19.0,0.05,0.9500000000000001,11.4,2969.4,2958.0
946,0.96,Month-to-Month,3091,81.588,0.15,12.238199999999999,146.8584,2967.3599999999997,2820.5015999999996
947,0.93,Month-to-Month,3189,75.764,0.1,7.5764,90.9168,2965.77,2874.8532
948,0.89,Month-to-Month,3327,74.672,0.1,7.4672,89.60640000000001,2961.03,2871.4236
949,0.77,Month-to-Month,3845,20.65,0.05,1.0325,12.39,2960.65,2948.26
950,0.88,Month-to-Month,3357,52.572,0.1,5.257200000000001,63.08640000000001,2954.16,2891.0735999999997
951,0.96,Month-to-Month,3077,99.164,0.15,14.8746,178.49519999999998,2953.92,2775.4248000000002
952,0.96,Month-to-Month,3074,98.644,0.15,14.7966,177.5592,2951.04,2773.4808
953,0.77,Month-to-Month,3830,20.3,0.05,1.0150000000000001,12.180000000000001,2949.1,2936.92
954,0.91,Month-to-Month,3238,84.344,0.1,8.4344,101.2128,2946.58,2845.3672
955,0.96,Month-to-Month,3067,92.872,0.15,13.9308,167.1696,2944.3199999999997,2777.1503999999995
956,0.96,Month-to-Month,3065,58.5,0.15,8.775,105.30000000000001,2942.4,2837.1
957,0.77,Month-to-Month,3820,20.5,0.05,1.0250000000000001,12.3,2941.4,2929.1
958,0.78,One Year,3770,110.344,0.05,5.5172,66.2064,2940.6,2874.3936
959,0.94,Month-to-Month,3128,104.832,0.1,10.4832,125.7984,2940.3199999999997,2814.5215999999996
960,0.87,One Year,3378,70.2,0.1,7.0200000000000005,84.24000000000001,2938.86,2854.62
961,0.9,Month-to-Month,3263,82.212,0.1,8.221200000000001,98.65440000000001,2936.7000000000003,2838.0456000000004
962,0.93,Month-to-Month,3156,72.8,0.1,7.28,87.36,2935.08,2847.72
963,0.92,Month-to-Month,3190,57.512,0.1,5.751200000000001,69.01440000000001,2934.8,2865.7856
964,0.86,Month-to-Month,3410,82.368,0.1,8.2368,98.8416,2932.6,2833.7583999999997
965,0.81,Month-to-Month,3620,42.016,0.05,2.1008,25.209600000000002,2932.2000000000003,2906.9904
966,0.78,Month-to-Month,3758,53.092,0.05,2.6546000000000003,31.855200000000004,2931.2400000000002,2899.3848000000003
967,0.86,Month-to-Month,3407,55.9,0.1,5.59,67.08,2930.02,2862.94
968,0.96,Month-to-Month,3049,47.112,0.15,7.0668,84.8016,2927.04,2842.2384
969,0.87,Month-to-Month,3364,89.752,0.1,8.9752,107.70239999999998,2926.68,2818.9775999999997
970,0.9,Month-to-Month,3244,36.088,0.1,3.6088000000000005,43.305600000000005,2919.6,2876.2943999999998
971,0.91,Month-to-Month,3208,72.956,0.1,7.2956,87.5472,2919.28,2831.7328
972,0.86,Month-to-Month,3394,52.052,0.1,5.2052000000000005,62.4624,2918.84,2856.3776000000003
973,0.77,Month-to-Month,3788,83.876,0.05,4.1938,50.32560000000001,2916.76,2866.4344
974,0.82,One Year,3553,87.412,0.05,4.3706000000000005,52.44720000000001,2913.46,2861.0128
975,0.82,Month-to-Month,3553,78.052,0.05,3.9026000000000005,46.83120000000001,2913.46,2866.6288
976,0.94,Month-to-Month,3086,88.244,0.1,8.8244,105.89280000000001,2900.8399999999997,2794.9471999999996
977,0.99,Month-to-Month,2930,79.092,0.15,11.8638,142.3656,2900.7,2758.3343999999997
978,0.89,Month-to-Month,3257,73.58,0.1,7.3580000000000005,88.296,2898.73,2810.434
979,0.82,Month-to-Month,3529,89.7,0.05,4.485,53.82000000000001,2893.7799999999997,2839.9599999999996
980,0.84,Month-to-Month,3443,83.668,0.05,4.183400000000001,50.20080000000001,2892.12,2841.9192
981,0.79,Month-to-Month,3657,20.0,0.05,1.0,12.0,2889.03,2877.03
982,0.83,Month-to-Month,3474,103.532,0.05,5.1766000000000005,62.119200000000006,2883.42,2821.3008
983,0.85,Month-to-Month,3389,78.936,0.05,3.9468000000000005,47.36160000000001,2880.65,2833.2884
984,0.88,Month-to-Month,3273,52.156,0.1,5.2156,62.5872,2880.2400000000002,2817.6528000000003
985,0.88,Month-to-Month,3273,89.284,0.1,8.928400000000002,107.14080000000001,2880.2400000000002,2773.0992
986,0.79,Month-to-Month,3645,88.92,0.05,4.446000000000001,53.352000000000004,2879.55,2826.1980000000003
987,0.78,Month-to-Month,3684,73.06,0.05,3.6530000000000005,43.836000000000006,2873.52,2829.684
988,0.94,Month-to-Month,3056,83.408,0.1,8.3408,100.08959999999999,2872.64,2772.5504
989,0.96,Month-to-Month,2987,87.464,0.15,13.1196,157.4352,2867.52,2710.0848
990,0.78,Month-to-Month,3676,98.228,0.05,4.9114,58.936800000000005,2867.28,2808.3432000000003
991,0.8,Month-to-Month,3584,110.344,0.05,5.5172,66.2064,2867.2000000000003,2800.9936000000002
992,0.9,Month-to-Month,3185,108.576,0.1,10.8576,130.2912,2866.5,2736.2088
993,0.76,Month-to-Month,3769,108.056,0.05,5.4028,64.8336,2864.44,2799.6064
994,0.91,Month-to-Month,3146,36.088,0.1,3.6088000000000005,43.305600000000005,2862.86,2819.5544
995,0.94,Month-to-Month,3042,72.332,0.1,7.2332,86.7984,2859.48,2772.6816
996,0.92,Month-to-Month,3108,82.784,0.1,8.278400000000001,99.34080000000002,2859.36,2760.0192
997,0.83,Month-to-Month,3444,108.472,0.05,5.4236,65.0832,2858.52,2793.4368
998,0.94,Month-to-Month,3038,73.112,0.1,7.3111999999999995,87.7344,2855.72,2767.9856
999,0.89,Month-to-Month,3207,82.368,0.1,8.2368,98.8416,2854.23,2755.3884
1000,0.87,Month-to-Month,3278,25.324,0.1,2.5324000000000004,30.388800000000003,2851.86,2821.4712
1001,0.8,Month-to-Month,3556,19.55,0.05,0.9775,11.73,2844.8,2833.07
1002,0.89,Month-to-Month,3196,26.208,0.1,2.6208,31.4496,2844.44,2812.9904
1003,0.9,Month-to-Month,3155,66.144,0.1,6.614400000000001,79.37280000000001,2839.5,2760.1272
1004,0.93,Month-to-Month,3052,71.396,0.1,7.139600000000001,85.6752,2838.36,2752.6848
1005,0.78,Month-to-Month,3631,88.712,0.05,4.4356,53.227199999999996,2832.1800000000003,2778.9528000000005
1006,0.84,Month-to-Month,3370,105.456,0.05,5.2728,63.2736,2830.7999999999997,2767.5263999999997
1007,0.78,Month-to-Month,3627,41.808,0.05,2.0904000000000003,25.0848,2829.06,2803.9752
1008,0.92,Month-to-Month,3075,88.348,0.1,8.8348,106.01759999999999,2829.0,2722.9824
1009,0.93,Month-to-Month,3039,82.888,0.1,8.2888,99.4656,2826.27,2726.8044
1010,0.95,Month-to-Month,2975,88.452,0.1,8.8452,106.14240000000001,2826.25,2720.1076
1011,0.93,Month-to-Month,3037,47.424,0.1,4.7424,56.9088,2824.4100000000003,2767.5012
1012,0.87,Month-to-Month,3246,82.732,0.1,8.273200000000001,99.2784,2824.02,2724.7416
1013,0.87,Month-to-Month,3244,78.312,0.1,7.8312,93.9744,2822.28,2728.3056
1014,0.95,Month-to-Month,2966,89.492,0.1,8.949200000000001,107.39040000000001,2817.7,2710.3095999999996
1015,0.94,Month-to-Month,2987,36.556,0.1,3.6555999999999997,43.8672,2807.7799999999997,2763.9127999999996
1016,0.84,Month-to-Month,3336,88.972,0.05,4.4486,53.3832,2802.24,2748.8567999999996
1017,0.91,Month-to-Month,3079,82.004,0.1,8.2004,98.4048,2801.89,2703.4852
1018,0.9,Month-to-Month,3110,59.436,0.1,5.9436,71.3232,2799.0,2727.6768
1019,0.78,Month-to-Month,3585,75.816,0.05,3.7908000000000004,45.4896,2796.3,2750.8104000000003
1020,0.93,Month-to-Month,3005,79.456,0.1,7.945600000000001,95.34720000000002,2794.65,2699.3028
1021,0.94,Month-to-Month,2973,97.864,0.1,9.7864,117.4368,2794.62,2677.1832
1022,0.87,Month-to-Month,3212,93.652,0.1,9.3652,112.38239999999999,2794.44,2682.0576
1023,0.81,Month-to-Month,3443,47.112,0.05,2.3556000000000004,28.267200000000003,2788.8300000000004,2760.5628000000006
1024,0.87,Month-to-Month,3204,46.176,0.1,4.6176,55.41120000000001,2787.48,2732.0688
1025,0.87,Month-to-Month,3200,45.812,0.1,4.5812,54.9744,2784.0,2729.0256
1026,0.93,Month-to-Month,2989,59.748,0.1,5.9748,71.6976,2779.77,2708.0724
1027,0.89,Month-to-Month,3123,105.04,0.1,10.504000000000001,126.04800000000002,2779.4700000000003,2653.422
1028,0.92,Month-to-Month,3019,98.384,0.1,9.8384,118.0608,2777.48,2659.4192
1029,0.86,Month-to-Month,3226,76.804,0.1,7.680400000000001,92.16480000000001,2774.36,2682.1952
1030,0.82,Month-to-Month,3383,30.888,0.05,1.5444000000000002,18.5328,2774.06,2755.5272
1031,0.86,Month-to-Month,3223,89.076,0.1,8.9076,106.8912,2771.7799999999997,2664.8887999999997
1032,0.89,Month-to-Month,3109,82.888,0.1,8.2888,99.4656,2767.01,2667.5444
1033,0.77,Month-to-Month,3591,93.028,0.05,4.651400000000001,55.81680000000001,2765.07,2709.2532
1034,0.96,Month-to-Month,2879,86.892,0.15,13.0338,156.4056,2763.8399999999997,2607.4343999999996
1035,0.89,Month-to-Month,3104,36.504,0.1,3.6504,43.8048,2762.56,2718.7552
1036,0.9,Month-to-Month,3068,99.84,0.1,9.984000000000002,119.80800000000002,2761.2000000000003,2641.3920000000003
1037,0.95,Month-to-Month,2901,72.54,0.1,7.254000000000001,87.04800000000002,2755.95,2668.9019999999996
1038,0.91,Month-to-Month,3016,98.644,0.1,9.864400000000002,118.37280000000001,2744.56,2626.1872
1039,0.83,One Year,3306,85.28,0.05,4.264,51.168000000000006,2743.98,2692.812
1040,0.94,Month-to-Month,2919,76.18,0.1,7.618000000000001,91.41600000000001,2743.8599999999997,2652.4439999999995
1041,0.76,Month-to-Month,3600,72.852,0.05,3.6426000000000003,43.711200000000005,2736.0,2692.2888
1042,0.86,Month-to-Month,3179,103.012,0.1,10.301200000000001,123.61440000000002,2733.94,2610.3256
1043,0.96,Month-to-Month,2846,25.22,0.15,3.7829999999999995,45.395999999999994,2732.16,2686.7639999999997
1044,0.94,Month-to-Month,2905,92.664,0.1,9.2664,111.19680000000001,2730.7,2619.5031999999997
1045,0.85,Month-to-Month,3212,83.512,0.05,4.1756,50.107200000000006,2730.2,2680.0928
1046,0.97,Month-to-Month,2814,77.324,0.15,11.5986,139.1832,2729.58,2590.3968
1047,0.96,Month-to-Month,2843,72.124,0.15,10.818599999999998,129.82319999999999,2729.2799999999997,2599.4568
1048,0.94,Month-to-Month,2898,93.08,0.1,9.308,111.696,2724.12,2612.424
1049,0.97,Month-to-Month,2792,72.332,0.15,10.849799999999998,130.19759999999997,2708.24,2578.0424
1050,0.79,Month-to-Month,3425,103.844,0.05,5.1922,62.3064,2705.75,2643.4436
1051,0.86,Month-to-Month,3145,77.532,0.1,7.7532,93.0384,2704.7,2611.6616
1052,0.82,Month-to-Month,3296,72.748,0.05,3.6374000000000004,43.64880000000001,2702.72,2659.0712
1053,0.8,Month-to-Month,3378,97.448,0.05,4.8724,58.4688,2702.4,2643.9312
1054,0.98,Month-to-Month,2756,80.236,0.15,12.035400000000001,144.4248,2700.88,2556.4552000000003
1055,0.9,Month-to-Month,2999,99.372,0.1,9.9372,119.24640000000001,2699.1,2579.8536
1056,0.78,Month-to-Month,3457,78.156,0.05,3.9078000000000004,46.893600000000006,2696.46,2649.5664
1057,0.84,Month-to-Month,3209,88.764,0.05,4.4382,53.2584,2695.56,2642.3016
1058,0.83,Month-to-Month,3228,73.84,0.05,3.692,44.304,2679.24,2634.9359999999997
1059,0.79,Month-to-Month,3391,99.84,0.05,4.992000000000001,59.90400000000001,2678.8900000000003,2618.9860000000003
1060,0.87,Month-to-Month,3077,93.08,0.1,9.308,111.696,2676.99,2565.294
1061,0.88,Month-to-Month,3038,119.08,0.1,11.908000000000001,142.89600000000002,2673.44,2530.544
1062,0.79,Month-to-Month,3380,117.728,0.05,5.8864,70.6368,2670.2000000000003,2599.5632000000005
1063,1.0,Month-to-Month,2668,93.444,0.15,14.0166,168.19920000000002,2668.0,2499.8008
1064,0.92,Month-to-Month,2895,102.024,0.1,10.2024,122.42880000000001,2663.4,2540.9712
1065,0.93,Month-to-Month,2863,41.08,0.1,4.108,49.29599999999999,2662.59,2613.2940000000003
1066,0.88,Month-to-Month,3017,48.152,0.1,4.815200000000001,57.78240000000001,2654.96,2597.1776
1067,0.91,Month-to-Month,2915,31.408,0.1,3.1408000000000005,37.689600000000006,2652.65,2614.9604
1068,0.83,One Year,3195,25.064,0.05,1.2532,15.038400000000001,2651.85,2636.8116
1069,0.94,Month-to-Month,2819,103.428,0.1,10.3428,124.1136,2649.8599999999997,2525.7463999999995
1070,0.94,Month-to-Month,2818,84.604,0.1,8.4604,101.5248,2648.92,2547.3952
1071,0.93,Month-to-Month,2847,72.176,0.1,7.217600000000001,86.61120000000001,2647.71,2561.0988
1072,0.79,Month-to-Month,3351,37.18,0.05,1.859,22.308,2647.29,2624.982
1073,0.79,Month-to-Month,3348,77.688,0.05,3.8844000000000003,46.61280000000001,2644.92,2598.3072
1074,0.91,Month-to-Month,2905,94.224,0.1,9.422400000000001,113.06880000000001,2643.55,2530.4812
1075,0.94,Month-to-Month,2806,52.468,0.1,5.2468,62.961600000000004,2637.64,2574.6784
1076,0.93,Month-to-Month,2834,95.056,0.1,9.5056,114.06719999999999,2635.6200000000003,2521.5528000000004
1077,0.88,Month-to-Month,2995,77.272,0.1,7.727200000000001,92.72640000000001,2635.6,2542.8736
1078,0.9,Month-to-Month,2928,52.468,0.1,5.2468,62.961600000000004,2635.2000000000003,2572.2384
1079,0.92,Month-to-Month,2864,47.476,0.1,4.7476,56.9712,2634.88,2577.9088
1080,0.78,One Year,3365,85.332,0.05,4.2665999999999995,51.19919999999999,2624.7000000000003,2573.5008000000003
1081,0.96,Month-to-Month,2734,30.784,0.15,4.6175999999999995,55.411199999999994,2624.64,2569.2288
1082,0.96,Month-to-Month,2734,83.72,0.15,12.558,150.696,2624.64,2473.944
1083,0.81,Month-to-Month,3239,56.004,0.05,2.8002000000000002,33.6024,2623.59,2589.9876
1084,0.99,Month-to-Month,2650,88.4,0.15,13.26,159.12,2623.5,2464.38
1085,0.84,Month-to-Month,3123,106.912,0.05,5.345600000000001,64.14720000000001,2623.3199999999997,2559.1728
1086,0.96,Month-to-Month,2728,81.796,0.15,12.269400000000001,147.2328,2618.88,2471.6472000000003
1087,0.93,Month-to-Month,2815,51.532,0.1,5.1532,61.8384,2617.9500000000003,2556.1116
1088,0.95,Month-to-Month,2754,92.404,0.1,9.2404,110.88479999999998,2616.2999999999997,2505.4152
1089,0.76,Month-to-Month,3429,77.376,0.05,3.8688000000000002,46.4256,2606.04,2559.6144
1090,0.95,Month-to-Month,2740,98.54,0.1,9.854000000000001,118.24800000000002,2603.0,2484.752
1091,0.98,Month-to-Month,2656,88.296,0.15,13.2444,158.93280000000001,2602.88,2443.9472
1092,0.86,Month-to-Month,3022,73.684,0.1,7.3684,88.4208,2598.92,2510.4992
1093,0.81,Month-to-Month,3207,77.22,0.05,3.861,46.332,2597.67,2551.338
1094,0.97,Month-to-Month,2671,73.164,0.15,10.9746,131.6952,2590.87,2459.1748
1095,0.85,Month-to-Month,3041,88.66,0.05,4.433,53.196,2584.85,2531.654
1096,0.9,One Year,2872,82.628,0.1,8.2628,99.15360000000001,2584.8,2485.6464
1097,0.88,Month-to-Month,2937,64.532,0.1,6.4532,77.4384,2584.56,2507.1216
1098,0.87,Month-to-Month,2967,24.856,0.1,2.4856000000000003,29.827200000000005,2581.29,2551.4628
1099,0.88,Month-to-Month,2931,94.328,0.1,9.4328,113.1936,2579.28,2466.0864
1100,0.83,Month-to-Month,3106,92.352,0.05,4.6176,55.41120000000001,2577.98,2522.5688
1101,0.84,Month-to-Month,3068,103.844,0.05,5.1922,62.3064,2577.12,2514.8136
1102,0.96,Month-to-Month,2683,83.824,0.15,12.573599999999999,150.8832,2575.68,2424.7968
1103,0.97,Month-to-Month,2655,50.7,0.15,7.605,91.26,2575.35,2484.0899999999997
1104,0.9,Month-to-Month,2860,32.136,0.1,3.2136000000000005,38.56320000000001,2574.0,2535.4368
1105,0.86,Month-to-Month,2990,96.044,0.1,9.6044,115.25280000000001,2571.4,2456.1472
1106,0.89,Month-to-Month,2887,88.608,0.1,8.860800000000001,106.32960000000001,2569.43,2463.1004
1107,0.85,Month-to-Month,3022,67.288,0.05,3.3644,40.3728,2568.7,2528.3271999999997
1108,0.87,Month-to-Month,2946,84.24,0.1,8.424,101.088,2563.02,2461.932
1109,0.86,Month-to-Month,2969,72.748,0.1,7.274800000000001,87.29760000000002,2553.34,2466.0424000000003
1110,0.89,Month-to-Month,2856,83.772,0.1,8.3772,100.5264,2541.84,2441.3136
1111,0.94,Month-to-Month,2704,95.524,0.1,9.5524,114.62880000000001,2541.7599999999998,2427.1312
1112,0.88,Month-to-Month,2887,47.216,0.1,4.7216000000000005,56.659200000000006,2540.56,2483.9008
1113,0.98,Month-to-Month,2591,97.604,0.15,14.6406,175.6872,2539.18,2363.4928
1114,0.93,Month-to-Month,2729,83.72,0.1,8.372,100.464,2537.9700000000003,2437.5060000000003
1115,0.99,Month-to-Month,2561,101.972,0.15,15.295799999999998,183.54959999999997,2535.39,2351.8404
1116,0.96,Month-to-Month,2641,94.432,0.15,14.1648,169.9776,2535.36,2365.3824
1117,0.82,Month-to-Month,3080,83.824,0.05,4.1912,50.2944,2525.6,2475.3055999999997
